 ******* Program HYDRUS
 ******* 
 Example 2 - test for codes                                              
 
 Units: L = cm   , T = days 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      90.0419 -0.50000E+03  0.56000E+00 -0.28868E+02  0.12828E+00 -0.28999E+02 -0.20960E+02  0.23475E-01 -0.14155E+01  0.82280E-03 -0.12543E+01  0.00000E+00 -0.90853E+01 -0.50005E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14155E+01  0.00000E+00      9  0.00000E+00
      90.0429 -0.50000E+03  0.56000E+00 -0.29365E+02  0.11987E+00 -0.28861E+02 -0.21434E+02  0.24006E-01 -0.14433E+01  0.93651E-03 -0.12817E+01  0.00000E+00 -0.84849E+01 -0.50820E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14433E+01  0.00000E+00     10  0.00000E+00
      90.0438 -0.50000E+03  0.56000E+00 -0.28451E+02  0.10953E+00 -0.28721E+02 -0.21908E+02  0.24537E-01 -0.14703E+01  0.10404E-02 -0.13089E+01  0.00000E+00 -0.78656E+01 -0.51644E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14703E+01  0.00000E+00     11  0.00000E+00
      90.0439 -0.50000E+03  0.56000E+00 -0.28015E+02  0.10492E+00 -0.28708E+02 -0.21958E+02  0.24593E-01 -0.14731E+01  0.10509E-02 -0.13118E+01  0.00000E+00 -0.77857E+01 -0.51740E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14731E+01  0.00000E+00     12  0.00000E+00
      90.0440 -0.50000E+03  0.56000E+00 -0.27278E+02  0.10527E+00 -0.28692E+02 -0.22008E+02  0.24649E-01 -0.14758E+01  0.10614E-02 -0.13147E+01  0.00000E+00 -0.77105E+01 -0.51818E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14758E+01  0.00000E+00     13  0.00000E+00
      90.0441 -0.50000E+03  0.56000E+00 -0.27658E+02  0.10478E+00 -0.28677E+02 -0.22058E+02  0.24705E-01 -0.14786E+01  0.10719E-02 -0.13175E+01  0.00000E+00 -0.77617E+01 -0.51905E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14786E+01  0.00000E+00     14  0.00000E+00
      90.0442 -0.50000E+03  0.56000E+00 -0.28923E+02  0.10351E+00 -0.28662E+02 -0.22108E+02  0.24761E-01 -0.14815E+01  0.10823E-02 -0.13204E+01  0.00000E+00 -0.76460E+01 -0.51992E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14815E+01  0.00000E+00     15  0.00000E+00
      90.0443 -0.50000E+03  0.56000E+00 -0.29173E+02  0.10232E+00 -0.28647E+02 -0.22158E+02  0.24817E-01 -0.14844E+01  0.10925E-02 -0.13233E+01  0.00000E+00 -0.75942E+01 -0.52080E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14844E+01  0.00000E+00     16  0.00000E+00
      90.0444 -0.50000E+03  0.56000E+00 -0.29615E+02  0.10112E+00 -0.28633E+02 -0.22208E+02  0.24873E-01 -0.14874E+01  0.11026E-02 -0.13261E+01  0.00000E+00 -0.75214E+01 -0.52167E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14874E+01  0.00000E+00     17  0.00000E+00
      90.0445 -0.50000E+03  0.56000E+00 -0.29549E+02  0.99547E-01 -0.28613E+02 -0.22273E+02  0.24946E-01 -0.14912E+01  0.11155E-02 -0.13299E+01  0.00000E+00 -0.74457E+01 -0.52281E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14912E+01  0.00000E+00     18  0.00000E+00
      90.0447 -0.50000E+03  0.56000E+00 -0.29421E+02  0.97465E-01 -0.28588E+02 -0.22358E+02  0.25041E-01 -0.14962E+01  0.11320E-02 -0.13347E+01  0.00000E+00 -0.73342E+01 -0.52429E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.14962E+01  0.00000E+00     19  0.00000E+00
      90.0449 -0.50000E+03  0.56000E+00 -0.29291E+02  0.94673E-01 -0.28556E+02 -0.22467E+02  0.25164E-01 -0.15026E+01  0.11528E-02 -0.13410E+01  0.00000E+00 -0.71783E+01 -0.52622E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.15026E+01  0.00000E+00     20  0.00000E+00
      90.0452 -0.50000E+03  0.56000E+00 -0.29163E+02  0.90910E-01 -0.28513E+02 -0.22610E+02  0.25323E-01 -0.15110E+01  0.11788E-02 -0.13491E+01  0.00000E+00 -0.69879E+01 -0.52872E+01  0.00000E+00  0.00000E+00  0.79069E+02  0.15110E+01  0.00000E+00     21  0.00000E+00
      90.0456 -0.50000E+03  0.56000E+00 -0.29041E+02  0.85842E-01 -0.28458E+02 -0.22796E+02  0.25531E-01 -0.15217E+01  0.12106E-02 -0.13597E+01  0.00000E+00 -0.67464E+01 -0.53199E+01  0.00000E+00  0.00000E+00  0.79070E+02  0.15217E+01  0.00000E+00     22  0.00000E+00
      90.0461 -0.50000E+03  0.56000E+00 -0.28936E+02  0.78979E-01 -0.28385E+02 -0.23037E+02  0.25802E-01 -0.15357E+01  0.12488E-02 -0.13734E+01  0.00000E+00 -0.64436E+01 -0.53624E+01  0.00000E+00  0.00000E+00  0.79070E+02  0.15357E+01  0.00000E+00     23  0.00000E+00
      90.0467 -0.50000E+03  0.56000E+00 -0.28911E+02  0.69185E-01 -0.28292E+02 -0.23351E+02  0.26153E-01 -0.15539E+01  0.12922E-02 -0.13911E+01  0.00000E+00 -0.60453E+01 -0.54176E+01  0.00000E+00  0.00000E+00  0.79070E+02  0.15539E+01  0.00000E+00     24  0.00000E+00
      90.0475 -0.50000E+03  0.56000E+00 -0.29014E+02  0.61586E-01 -0.28171E+02 -0.23759E+02  0.26610E-01 -0.15775E+01  0.13424E-02 -0.14141E+01  0.00000E+00 -0.55560E+01 -0.54889E+01  0.00000E+00  0.00000E+00  0.79071E+02  0.15775E+01  0.00000E+00     25  0.00000E+00
      90.0478 -0.50000E+03  0.56000E+00 -0.29111E+02  0.54256E-01 -0.28131E+02 -0.23895E+02  0.26762E-01 -0.15854E+01  0.13572E-02 -0.14217E+01  0.00000E+00 -0.50862E+01 -0.55125E+01  0.00000E+00  0.00000E+00  0.79071E+02  0.15854E+01  0.00000E+00     26  0.00000E+00
      90.0481 -0.50000E+03  0.56000E+00 -0.29137E+02  0.56213E-01 -0.28091E+02 -0.24031E+02  0.26914E-01 -0.15933E+01  0.13724E-02 -0.14294E+01  0.00000E+00 -0.52537E+01 -0.55362E+01  0.00000E+00  0.00000E+00  0.79071E+02  0.15933E+01  0.00000E+00     27  0.00000E+00
      90.0482 -0.50000E+03  0.56000E+00 -0.29145E+02  0.53004E-01 -0.28076E+02 -0.24081E+02  0.26970E-01 -0.15963E+01  0.13777E-02 -0.14322E+01  0.00000E+00 -0.50422E+01 -0.55449E+01  0.00000E+00  0.00000E+00  0.79071E+02  0.15963E+01  0.00000E+00     28  0.00000E+00
      90.0483 -0.50000E+03  0.56000E+00 -0.29565E+02  0.54354E-01 -0.28061E+02 -0.24131E+02  0.27026E-01 -0.15992E+01  0.13832E-02 -0.14350E+01  0.00000E+00 -0.51351E+01 -0.55536E+01  0.00000E+00  0.00000E+00  0.79071E+02  0.15992E+01  0.00000E+00     29  0.00000E+00
      90.0484 -0.50000E+03  0.56000E+00 -0.29349E+02  0.53429E-01 -0.28047E+02 -0.24181E+02  0.27082E-01 -0.16022E+01  0.13885E-02 -0.14378E+01  0.00000E+00 -0.51193E+01 -0.55622E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16022E+01  0.00000E+00     30  0.00000E+00
      90.0485 -0.50000E+03  0.56000E+00 -0.29511E+02  0.52501E-01 -0.28032E+02 -0.24231E+02  0.27138E-01 -0.16051E+01  0.13938E-02 -0.14406E+01  0.00000E+00 -0.50308E+01 -0.55709E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16051E+01  0.00000E+00     31  0.00000E+00
      90.0486 -0.50000E+03  0.56000E+00 -0.29473E+02  0.51562E-01 -0.28017E+02 -0.24281E+02  0.27194E-01 -0.16081E+01  0.13989E-02 -0.14434E+01  0.00000E+00 -0.49930E+01 -0.55796E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16081E+01  0.00000E+00     32  0.00000E+00
      90.0487 -0.50000E+03  0.56000E+00 -0.29366E+02  0.50612E-01 -0.28003E+02 -0.24331E+02  0.27250E-01 -0.16110E+01  0.14040E-02 -0.14462E+01  0.00000E+00 -0.49249E+01 -0.55882E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16110E+01  0.00000E+00     33  0.00000E+00
      90.0488 -0.50000E+03  0.56000E+00 -0.27314E+02  0.49363E-01 -0.27988E+02 -0.24381E+02  0.27306E-01 -0.16137E+01  0.14089E-02 -0.14490E+01  0.00000E+00 -0.48422E+01 -0.55968E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16137E+01  0.00000E+00     34  0.00000E+00
      90.0489 -0.50000E+03  0.56000E+00 -0.27457E+02  0.48672E-01 -0.27973E+02 -0.24431E+02  0.27362E-01 -0.16165E+01  0.14138E-02 -0.14518E+01  0.00000E+00 -0.48463E+01 -0.56055E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16165E+01  0.00000E+00     35  0.00000E+00
      90.0490 -0.50000E+03  0.56000E+00 -0.29231E+02  0.47678E-01 -0.27959E+02 -0.24481E+02  0.27418E-01 -0.16194E+01  0.14186E-02 -0.14546E+01  0.00000E+00 -0.47569E+01 -0.56141E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16194E+01  0.00000E+00     36  0.00000E+00
      90.0491 -0.50000E+03  0.56000E+00 -0.27935E+02  0.46377E-01 -0.27944E+02 -0.24531E+02  0.27474E-01 -0.16222E+01  0.14232E-02 -0.14574E+01  0.00000E+00 -0.46799E+01 -0.56227E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16222E+01  0.00000E+00     37  0.00000E+00
      90.0492 -0.50000E+03  0.56000E+00 -0.29375E+02  0.45664E-01 -0.27930E+02 -0.24581E+02  0.27530E-01 -0.16251E+01  0.14278E-02 -0.14602E+01  0.00000E+00 -0.46473E+01 -0.56313E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16251E+01  0.00000E+00     38  0.00000E+00
      90.0493 -0.50000E+03  0.56000E+00 -0.28002E+02  0.44642E-01 -0.27915E+02 -0.24631E+02  0.27586E-01 -0.16279E+01  0.14322E-02 -0.14630E+01  0.00000E+00 -0.46092E+01 -0.56399E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16279E+01  0.00000E+00     39  0.00000E+00
      90.0494 -0.50000E+03  0.56000E+00 -0.29798E+02  0.43614E-01 -0.27900E+02 -0.24681E+02  0.27642E-01 -0.16309E+01  0.14366E-02 -0.14658E+01  0.00000E+00 -0.45882E+01 -0.56484E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16309E+01  0.00000E+00     40  0.00000E+00
      90.0495 -0.50000E+03  0.56000E+00 -0.29648E+02  0.42576E-01 -0.27886E+02 -0.24731E+02  0.27698E-01 -0.16339E+01  0.14408E-02 -0.14686E+01  0.00000E+00 -0.44926E+01 -0.56569E+01  0.00000E+00  0.00000E+00  0.79072E+02  0.16339E+01  0.00000E+00     41  0.00000E+00
      90.0496 -0.50000E+03  0.56000E+00 -0.29592E+02  0.41526E-01 -0.27872E+02 -0.24781E+02  0.27754E-01 -0.16368E+01  0.14450E-02 -0.14713E+01  0.00000E+00 -0.44361E+01 -0.56654E+01  0.00000E+00  0.00000E+00  0.79073E+02  0.16368E+01  0.00000E+00     42  0.00000E+00
      90.0497 -0.50000E+03  0.56000E+00 -0.29527E+02  0.40153E-01 -0.27853E+02 -0.24846E+02  0.27827E-01 -0.16407E+01  0.14502E-02 -0.14750E+01  0.00000E+00 -0.43549E+01 -0.56764E+01  0.00000E+00  0.00000E+00  0.79073E+02  0.16407E+01  0.00000E+00     43  0.00000E+00
      90.0499 -0.50000E+03  0.56000E+00 -0.29458E+02  0.38315E-01 -0.27829E+02 -0.24930E+02  0.27922E-01 -0.16456E+01  0.14567E-02 -0.14797E+01  0.00000E+00 -0.42471E+01 -0.56906E+01  0.00000E+00  0.00000E+00  0.79073E+02  0.16456E+01  0.00000E+00     44  0.00000E+00
      90.0501 -0.50000E+03  0.56000E+00 -0.29381E+02  0.35805E-01 -0.27798E+02 -0.25040E+02  0.28045E-01 -0.16521E+01  0.14646E-02 -0.14858E+01  0.00000E+00 -0.41125E+01 -0.57089E+01  0.00000E+00  0.00000E+00  0.79073E+02  0.16521E+01  0.00000E+00     45  0.00000E+00
      90.0504 -0.50000E+03  0.56000E+00 -0.29301E+02  0.32522E-01 -0.27758E+02 -0.25183E+02  0.28205E-01 -0.16605E+01  0.14739E-02 -0.14937E+01  0.00000E+00 -0.39392E+01 -0.57325E+01  0.00000E+00  0.00000E+00  0.79074E+02  0.16605E+01  0.00000E+00     46  0.00000E+00
      90.0507 -0.50000E+03  0.56000E+00 -0.29223E+02  0.28142E-01 -0.27706E+02 -0.25368E+02  0.28413E-01 -0.16713E+01  0.14843E-02 -0.15040E+01  0.00000E+00 -0.37277E+01 -0.57630E+01  0.00000E+00  0.00000E+00  0.79074E+02  0.16713E+01  0.00000E+00     47  0.00000E+00
      90.0512 -0.50000E+03  0.56000E+00 -0.29150E+02  0.22387E-01 -0.27640E+02 -0.25610E+02  0.28683E-01 -0.16854E+01  0.14951E-02 -0.15173E+01  0.00000E+00 -0.34653E+01 -0.58018E+01  0.00000E+00  0.00000E+00  0.79075E+02  0.16854E+01  0.00000E+00     48  0.00000E+00
      90.0518 -0.50000E+03  0.56000E+00 -0.29122E+02  0.14756E-01 -0.27559E+02 -0.25923E+02  0.29034E-01 -0.17037E+01  0.15044E-02 -0.15346E+01  0.00000E+00 -0.31361E+01 -0.58502E+01  0.00000E+00  0.00000E+00  0.79076E+02  0.17037E+01  0.00000E+00     49  0.00000E+00
      90.0527 -0.50000E+03  0.56000E+00 -0.29132E+02  0.49761E-02 -0.27471E+02 -0.26331E+02  0.29491E-01 -0.17274E+01  0.15084E-02 -0.15570E+01  0.00000E+00 -0.27415E+01 -0.59085E+01  0.00000E+00  0.00000E+00  0.79077E+02  0.17274E+01  0.00000E+00     50  0.00000E+00
      90.0535 -0.50000E+03  0.56000E+00 -0.29268E+02  0.00000E+00 -0.27382E+02 -0.26739E+02  0.29948E-01 -0.17513E+01  0.15084E-02 -0.15794E+01  0.00000E+00 -0.23632E+01 -0.59689E+01  0.00000E+00  0.00000E+00  0.79079E+02  0.17513E+01  0.00000E+00     51  0.00000E+00
      90.0537 -0.50000E+03  0.56000E+00 -0.29306E+02  0.00000E+00 -0.27354E+02 -0.26862E+02  0.30085E-01 -0.17585E+01  0.15084E-02 -0.15861E+01  0.00000E+00 -0.22980E+01 -0.59873E+01  0.00000E+00  0.00000E+00  0.79079E+02  0.17585E+01  0.00000E+00     52  0.00000E+00
      90.0538 -0.50000E+03  0.56000E+00 -0.29267E+02  0.00000E+00 -0.27343E+02 -0.26915E+02  0.30145E-01 -0.17616E+01  0.15084E-02 -0.15890E+01  0.00000E+00 -0.21550E+01 -0.59953E+01  0.00000E+00  0.00000E+00  0.79080E+02  0.17616E+01  0.00000E+00     53  0.00000E+00
      90.0539 -0.50000E+03  0.56000E+00 -0.29100E+02  0.00000E+00 -0.27331E+02 -0.26965E+02  0.30201E-01 -0.17645E+01  0.15084E-02 -0.15917E+01  0.00000E+00 -0.21988E+01 -0.60028E+01  0.00000E+00  0.00000E+00  0.79080E+02  0.17645E+01  0.00000E+00     54  0.00000E+00
      90.0540 -0.50000E+03  0.56000E+00 -0.29355E+02  0.00000E+00 -0.27320E+02 -0.27015E+02  0.30257E-01 -0.17674E+01  0.15084E-02 -0.15944E+01  0.00000E+00 -0.21263E+01 -0.60104E+01  0.00000E+00  0.00000E+00  0.79080E+02  0.17674E+01  0.00000E+00     55  0.00000E+00
      90.0541 -0.50000E+03  0.56000E+00 -0.29622E+02  0.00000E+00 -0.27309E+02 -0.27065E+02  0.30313E-01 -0.17704E+01  0.15084E-02 -0.15972E+01  0.00000E+00 -0.21331E+01 -0.60181E+01  0.00000E+00  0.00000E+00  0.79080E+02  0.17704E+01  0.00000E+00     56  0.00000E+00
      90.0542 -0.50000E+03  0.56000E+00 -0.29643E+02  0.00000E+00 -0.27298E+02 -0.27115E+02  0.30369E-01 -0.17734E+01  0.15084E-02 -0.15999E+01  0.00000E+00 -0.21342E+01 -0.60257E+01  0.00000E+00  0.00000E+00  0.79080E+02  0.17734E+01  0.00000E+00     57  0.00000E+00
      90.0543 -0.50000E+03  0.56000E+00 -0.29454E+02  0.00000E+00 -0.27286E+02 -0.27165E+02  0.30425E-01 -0.17763E+01  0.15084E-02 -0.16026E+01  0.00000E+00 -0.20879E+01 -0.60334E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17763E+01  0.00000E+00     58  0.00000E+00
      90.0544 -0.50000E+03  0.56000E+00 -0.29434E+02  0.00000E+00 -0.27275E+02 -0.27215E+02  0.30481E-01 -0.17792E+01  0.15084E-02 -0.16054E+01  0.00000E+00 -0.20070E+01 -0.60411E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17792E+01  0.00000E+00     59  0.00000E+00
      90.0545 -0.50000E+03  0.56000E+00 -0.29432E+02  0.00000E+00 -0.27263E+02 -0.27265E+02  0.30537E-01 -0.17822E+01  0.15084E-02 -0.16081E+01  0.00000E+00 -0.19622E+01 -0.60489E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17822E+01  0.00000E+00     60  0.00000E+00
      90.0546 -0.50000E+03  0.56000E+00 -0.29430E+02  0.00000E+00 -0.27252E+02 -0.27315E+02  0.30593E-01 -0.17851E+01  0.15084E-02 -0.16108E+01  0.00000E+00 -0.19358E+01 -0.60566E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17851E+01  0.00000E+00     61  0.00000E+00
      90.0547 -0.50000E+03  0.56000E+00 -0.29431E+02  0.00000E+00 -0.27241E+02 -0.27365E+02  0.30649E-01 -0.17881E+01  0.15084E-02 -0.16135E+01  0.00000E+00 -0.19006E+01 -0.60644E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17881E+01  0.00000E+00     62  0.00000E+00
      90.0548 -0.50000E+03  0.56000E+00 -0.29434E+02  0.00000E+00 -0.27229E+02 -0.27415E+02  0.30705E-01 -0.17910E+01  0.15084E-02 -0.16162E+01  0.00000E+00 -0.18667E+01 -0.60722E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17910E+01  0.00000E+00     63  0.00000E+00
      90.0549 -0.50000E+03  0.56000E+00 -0.29441E+02  0.00000E+00 -0.27217E+02 -0.27465E+02  0.30761E-01 -0.17940E+01  0.15084E-02 -0.16190E+01  0.00000E+00 -0.18329E+01 -0.60800E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17940E+01  0.00000E+00     64  0.00000E+00
      90.0550 -0.50000E+03  0.56000E+00 -0.29455E+02  0.00000E+00 -0.27206E+02 -0.27515E+02  0.30817E-01 -0.17969E+01  0.15084E-02 -0.16217E+01  0.00000E+00 -0.17979E+01 -0.60878E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17969E+01  0.00000E+00     65  0.00000E+00
      90.0551 -0.50000E+03  0.56000E+00 -0.29494E+02  0.00000E+00 -0.27194E+02 -0.27565E+02  0.30873E-01 -0.17999E+01  0.15084E-02 -0.16244E+01  0.00000E+00 -0.17630E+01 -0.60957E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.17999E+01  0.00000E+00     66  0.00000E+00
      90.0552 -0.50000E+03  0.56000E+00 -0.29615E+02  0.00000E+00 -0.27183E+02 -0.27615E+02  0.30929E-01 -0.18028E+01  0.15084E-02 -0.16271E+01  0.00000E+00 -0.17332E+01 -0.61036E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.18028E+01  0.00000E+00     67  0.00000E+00
      90.0553 -0.50000E+03  0.56000E+00 -0.29332E+02  0.00000E+00 -0.27171E+02 -0.27665E+02  0.30985E-01 -0.18057E+01  0.15084E-02 -0.16298E+01  0.00000E+00 -0.17178E+01 -0.61115E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.18057E+01  0.00000E+00     68  0.00000E+00
      90.0554 -0.50000E+03  0.56000E+00 -0.29335E+02  0.00000E+00 -0.27159E+02 -0.27715E+02  0.31041E-01 -0.18087E+01  0.15084E-02 -0.16326E+01  0.00000E+00 -0.16352E+01 -0.61195E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.18087E+01  0.00000E+00     69  0.00000E+00
      90.0555 -0.50000E+03  0.56000E+00 -0.29347E+02  0.00000E+00 -0.27148E+02 -0.27765E+02  0.31097E-01 -0.18116E+01  0.15084E-02 -0.16353E+01  0.00000E+00 -0.16074E+01 -0.61274E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.18116E+01  0.00000E+00     70  0.00000E+00
      90.0556 -0.50000E+03  0.56000E+00 -0.29757E+02  0.00000E+00 -0.27136E+02 -0.27815E+02  0.31153E-01 -0.18146E+01  0.15084E-02 -0.16380E+01  0.00000E+00 -0.15775E+01 -0.61354E+01  0.00000E+00  0.00000E+00  0.79081E+02  0.18146E+01  0.00000E+00     71  0.00000E+00
      90.0558 -0.50000E+03  0.56000E+00 -0.29683E+02  0.00000E+00 -0.27120E+02 -0.27880E+02  0.31225E-01 -0.18185E+01  0.15084E-02 -0.16415E+01  0.00000E+00 -0.16052E+01 -0.61458E+01  0.00000E+00  0.00000E+00  0.79082E+02  0.18185E+01  0.00000E+00     72  0.00000E+00
      90.0559 -0.50000E+03  0.56000E+00 -0.29619E+02  0.00000E+00 -0.27105E+02 -0.27945E+02  0.31298E-01 -0.18223E+01  0.15084E-02 -0.16450E+01  0.00000E+00 -0.15274E+01 -0.61562E+01  0.00000E+00  0.00000E+00  0.79082E+02  0.18223E+01  0.00000E+00     73  0.00000E+00
      90.0561 -0.50000E+03  0.56000E+00 -0.29550E+02  0.00000E+00 -0.27085E+02 -0.28029E+02  0.31393E-01 -0.18273E+01  0.15084E-02 -0.16496E+01  0.00000E+00 -0.14484E+01 -0.61698E+01  0.00000E+00  0.00000E+00  0.79082E+02  0.18273E+01  0.00000E+00     74  0.00000E+00
      90.0563 -0.50000E+03  0.56000E+00 -0.29476E+02  0.00000E+00 -0.27059E+02 -0.28139E+02  0.31516E-01 -0.18338E+01  0.15084E-02 -0.16556E+01  0.00000E+00 -0.13490E+01 -0.61876E+01  0.00000E+00  0.00000E+00  0.79083E+02  0.18338E+01  0.00000E+00     75  0.00000E+00
      90.0566 -0.50000E+03  0.56000E+00 -0.29403E+02  0.00000E+00 -0.27024E+02 -0.28282E+02  0.31676E-01 -0.18422E+01  0.15084E-02 -0.16633E+01  0.00000E+00 -0.12263E+01 -0.62108E+01  0.00000E+00  0.00000E+00  0.79084E+02  0.18422E+01  0.00000E+00     76  0.00000E+00
      90.0569 -0.50000E+03  0.56000E+00 -0.29329E+02  0.00000E+00 -0.26980E+02 -0.28468E+02  0.31884E-01 -0.18531E+01  0.15084E-02 -0.16733E+01  0.00000E+00 -0.10832E+01 -0.62411E+01  0.00000E+00  0.00000E+00  0.79084E+02  0.18531E+01  0.00000E+00     77  0.00000E+00
      90.0574 -0.50000E+03  0.56000E+00 -0.29261E+02  0.00000E+00 -0.26921E+02 -0.28709E+02  0.32154E-01 -0.18672E+01  0.15084E-02 -0.16863E+01  0.00000E+00 -0.91985E+00 -0.62810E+01  0.00000E+00  0.00000E+00  0.79086E+02  0.18672E+01  0.00000E+00     78  0.00000E+00
      90.0580 -0.50000E+03  0.56000E+00 -0.29252E+02  0.00000E+00 -0.26844E+02 -0.29023E+02  0.32505E-01 -0.18855E+01  0.15084E-02 -0.17031E+01  0.00000E+00 -0.72616E+00 -0.63331E+01  0.00000E+00  0.00000E+00  0.79087E+02  0.18855E+01  0.00000E+00     79  0.00000E+00
      90.0589 -0.50000E+03  0.56000E+00 -0.29236E+02  0.00000E+00 -0.26743E+02 -0.29430E+02  0.32962E-01 -0.19094E+01  0.15084E-02 -0.17249E+01  0.00000E+00 -0.52936E+00 -0.64014E+01  0.00000E+00  0.00000E+00  0.79089E+02  0.19094E+01  0.00000E+00     80  0.00000E+00
