 ******* Program HYDRUS
 ******* James Reserves, Riverside, CA                                           

 Units: L = cm   , T = days 

 Year  Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12469E+03 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40666E+07 -0.28802E+01  0.11017E+03  0.13207E+01 -0.80115E+08 -0.22400E+03   5733  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12474E+03 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40666E+07 -0.28577E+01  0.11017E+03  0.15792E+01 -0.80115E+08 -0.22400E+03   5741  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12496E+03 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40666E+07 -0.28375E+01  0.11016E+03  0.12963E+01 -0.80115E+08 -0.22400E+03   5745  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12499E+03 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40666E+07 -0.28802E+01  0.11017E+03  0.13212E+01 -0.80115E+08 -0.22400E+03   5749  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12503E+03 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40666E+07 -0.28802E+01  0.11018E+03  0.13379E+01 -0.80115E+08 -0.22400E+03   5757  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12510E+03 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40666E+07 -0.28254E+01  0.11018E+03  0.12838E+01 -0.80115E+08 -0.22400E+03   5767  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12511E+03 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40666E+07 -0.28665E+01  0.11018E+03  0.15796E+01 -0.80115E+08 -0.22400E+03   5771  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12526E+03 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40666E+07 -0.10654E+00  0.11018E+03  0.13033E+01 -0.80115E+08 -0.22400E+03   5773  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12529E+03 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40666E+07 -0.28799E+01  0.11020E+03  0.13008E+01 -0.80115E+08 -0.22400E+03   5779  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12533E+03 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40666E+07 -0.28628E+01  0.11020E+03  0.15798E+01 -0.80115E+08 -0.22400E+03   5787  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12555E+03 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40666E+07 -0.28373E+01  0.11020E+03  0.12963E+01 -0.80115E+08 -0.22400E+03   5791  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12557E+03 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40666E+07 -0.28802E+01  0.11021E+03  0.13212E+01 -0.80115E+08 -0.22400E+03   5795  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12562E+03 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40666E+07 -0.28802E+01  0.11022E+03  0.13379E+01 -0.80115E+08 -0.22400E+03   5803  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12568E+03 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40666E+07 -0.29168E+01  0.11023E+03  0.12910E+01 -0.80115E+08 -0.22449E+03   5813  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12569E+03 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40666E+07 -0.57433E+01  0.11166E+03  0.27019E+01 -0.80115E+08 -0.22736E+03   5817  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12636E+03 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40666E+07  0.00000E+00  0.11166E+03  0.14234E+01 -0.80115E+08 -0.22736E+03   5819  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12643E+03 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40666E+07 -0.36014E+00  0.11167E+03  0.13662E+01 -0.80115E+08 -0.22736E+03   5821  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12652E+03 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40666E+07 -0.28802E+01  0.11167E+03  0.13207E+01 -0.80115E+08 -0.22736E+03   5829  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12656E+03 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40666E+07 -0.28577E+01  0.11166E+03  0.15792E+01 -0.80115E+08 -0.22736E+03   5837  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12679E+03 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40666E+07 -0.28375E+01  0.11166E+03  0.12963E+01 -0.80115E+08 -0.22736E+03   5841  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12681E+03 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40666E+07 -0.28802E+01  0.11167E+03  0.13212E+01 -0.80115E+08 -0.22736E+03   5845  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12686E+03 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40666E+07 -0.28802E+01  0.11168E+03  0.13379E+01 -0.80115E+08 -0.22736E+03   5853  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12692E+03 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40666E+07 -0.28254E+01  0.11167E+03  0.12838E+01 -0.80115E+08 -0.22736E+03   5863  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12693E+03 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40666E+07 -0.28665E+01  0.11168E+03  0.15796E+01 -0.80115E+08 -0.22736E+03   5867  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12708E+03 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40666E+07 -0.10654E+00  0.11168E+03  0.13033E+01 -0.80115E+08 -0.22736E+03   5869  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12712E+03 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40666E+07 -0.28799E+01  0.11170E+03  0.13008E+01 -0.80115E+08 -0.22736E+03   5875  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12715E+03 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40666E+07 -0.28628E+01  0.11170E+03  0.15798E+01 -0.80115E+08 -0.22736E+03   5883  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12738E+03 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40666E+07 -0.28373E+01  0.11169E+03  0.12963E+01 -0.80115E+08 -0.22736E+03   5887  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12740E+03 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40666E+07 -0.28802E+01  0.11170E+03  0.13212E+01 -0.80115E+08 -0.22736E+03   5891  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12745E+03 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40666E+07 -0.28802E+01  0.11171E+03  0.13379E+01 -0.80115E+08 -0.22736E+03   5899  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12751E+03 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40666E+07 -0.29168E+01  0.11173E+03  0.12910E+01 -0.80115E+08 -0.22784E+03   5909  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12752E+03 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40666E+07 -0.57433E+01  0.11316E+03  0.27019E+01 -0.80115E+08 -0.23072E+03   5913  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12818E+03 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40666E+07  0.00000E+00  0.11316E+03  0.14234E+01 -0.80115E+08 -0.23072E+03   5915  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12826E+03 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40666E+07 -0.36014E+00  0.11317E+03  0.13662E+01 -0.80115E+08 -0.23072E+03   5917  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12834E+03 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40666E+07 -0.28802E+01  0.11317E+03  0.13207E+01 -0.80115E+08 -0.23072E+03   5925  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12839E+03 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40666E+07 -0.28577E+01  0.11316E+03  0.15792E+01 -0.80115E+08 -0.23072E+03   5933  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12861E+03 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40666E+07 -0.28375E+01  0.11316E+03  0.12963E+01 -0.80115E+08 -0.23072E+03   5937  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12864E+03 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40666E+07 -0.28802E+01  0.11317E+03  0.13212E+01 -0.80115E+08 -0.23072E+03   5941  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12868E+03 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40666E+07 -0.28802E+01  0.11317E+03  0.13379E+01 -0.80115E+08 -0.23072E+03   5949  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12874E+03 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40666E+07 -0.28254E+01  0.11317E+03  0.12838E+01 -0.80115E+08 -0.23072E+03   5959  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12876E+03 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40666E+07 -0.28665E+01  0.11318E+03  0.15796E+01 -0.80115E+08 -0.23072E+03   5963  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12891E+03 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40666E+07 -0.10654E+00  0.11318E+03  0.13033E+01 -0.80115E+08 -0.23072E+03   5965  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12894E+03 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40666E+07 -0.28799E+01  0.11319E+03  0.13008E+01 -0.80115E+08 -0.23072E+03   5971  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12897E+03 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40666E+07 -0.28628E+01  0.11320E+03  0.15798E+01 -0.80115E+08 -0.23072E+03   5979  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12920E+03 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40666E+07 -0.28373E+01  0.11319E+03  0.12963E+01 -0.80115E+08 -0.23072E+03   5983  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12922E+03 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40666E+07 -0.28802E+01  0.11320E+03  0.13212E+01 -0.80115E+08 -0.23072E+03   5987  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12927E+03 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40666E+07 -0.28802E+01  0.11321E+03  0.13379E+01 -0.80115E+08 -0.23072E+03   5995  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12933E+03 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40666E+07 -0.29168E+01  0.11322E+03  0.12910E+01 -0.80115E+08 -0.23120E+03   6005  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.12934E+03 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40666E+07 -0.57433E+01  0.11466E+03  0.27019E+01 -0.80115E+08 -0.23407E+03   6009  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13001E+03 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40666E+07  0.00000E+00  0.11466E+03  0.14234E+01 -0.80115E+08 -0.23407E+03   6011  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13008E+03 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40666E+07 -0.36014E+00  0.11466E+03  0.13662E+01 -0.80115E+08 -0.23407E+03   6013  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13016E+03 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40666E+07 -0.28802E+01  0.11466E+03  0.13207E+01 -0.80115E+08 -0.23407E+03   6021  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13021E+03 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40666E+07 -0.28577E+01  0.11466E+03  0.15792E+01 -0.80115E+08 -0.23407E+03   6029  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13044E+03 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40666E+07 -0.28375E+01  0.11465E+03  0.12963E+01 -0.80115E+08 -0.23407E+03   6033  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13046E+03 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40666E+07 -0.28802E+01  0.11466E+03  0.13212E+01 -0.80115E+08 -0.23407E+03   6037  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13051E+03 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40666E+07 -0.28802E+01  0.11467E+03  0.13379E+01 -0.80115E+08 -0.23407E+03   6045  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13057E+03 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40666E+07 -0.28254E+01  0.11467E+03  0.12838E+01 -0.80115E+08 -0.23407E+03   6055  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13058E+03 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40666E+07 -0.28665E+01  0.11468E+03  0.15796E+01 -0.80115E+08 -0.23407E+03   6059  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13073E+03 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40666E+07 -0.10654E+00  0.11468E+03  0.13033E+01 -0.80115E+08 -0.23407E+03   6061  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13077E+03 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40666E+07 -0.28799E+01  0.11469E+03  0.13008E+01 -0.80115E+08 -0.23407E+03   6067  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13080E+03 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40666E+07 -0.28628E+01  0.11470E+03  0.15798E+01 -0.80115E+08 -0.23407E+03   6075  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13103E+03 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40666E+07 -0.28373E+01  0.11469E+03  0.12963E+01 -0.80115E+08 -0.23407E+03   6079  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13105E+03 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40666E+07 -0.28802E+01  0.11470E+03  0.13212E+01 -0.80115E+08 -0.23407E+03   6083  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13110E+03 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40666E+07 -0.28802E+01  0.11471E+03  0.13379E+01 -0.80115E+08 -0.23407E+03   6091  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13116E+03 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40666E+07 -0.29168E+01  0.11472E+03  0.12910E+01 -0.80115E+08 -0.23456E+03   6101  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13117E+03 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40666E+07 -0.57433E+01  0.11616E+03  0.27019E+01 -0.80115E+08 -0.23743E+03   6105  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13183E+03 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40666E+07  0.00000E+00  0.11616E+03  0.14234E+01 -0.80115E+08 -0.23743E+03   6107  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13191E+03 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40666E+07 -0.36014E+00  0.11616E+03  0.13662E+01 -0.80115E+08 -0.23743E+03   6109  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13199E+03 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40666E+07 -0.28802E+01  0.11616E+03  0.13207E+01 -0.80115E+08 -0.23743E+03   6117  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13204E+03 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40666E+07 -0.28577E+01  0.11616E+03  0.15792E+01 -0.80115E+08 -0.23743E+03   6125  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13226E+03 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40666E+07 -0.28375E+01  0.11615E+03  0.12963E+01 -0.80115E+08 -0.23743E+03   6129  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13229E+03 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40666E+07 -0.28802E+01  0.11616E+03  0.13212E+01 -0.80115E+08 -0.23743E+03   6133  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13233E+03 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40666E+07 -0.28802E+01  0.11617E+03  0.13379E+01 -0.80115E+08 -0.23743E+03   6141  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13239E+03 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40666E+07 -0.28254E+01  0.11617E+03  0.12838E+01 -0.80115E+08 -0.23743E+03   6151  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13240E+03 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40666E+07 -0.28665E+01  0.11617E+03  0.15796E+01 -0.80115E+08 -0.23743E+03   6155  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13256E+03 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40666E+07 -0.10654E+00  0.11617E+03  0.13033E+01 -0.80115E+08 -0.23743E+03   6157  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13259E+03 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40666E+07 -0.28799E+01  0.11619E+03  0.13008E+01 -0.80115E+08 -0.23743E+03   6163  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13262E+03 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40666E+07 -0.28628E+01  0.11619E+03  0.15798E+01 -0.80115E+08 -0.23743E+03   6171  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20051E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.13285E+03 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40666E+07 -0.28373E+01  0.11619E+03  0.12963E+01 -0.80115E+08 -0.23743E+03   6175  0.00000E+00
