 ******* Program HYDRUS
 ******* James Reserves, Riverside, CA                                           

 Units: L = cm   , T = days 

 Year  Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.47224E+02 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40667E+07 -0.29168E+01  0.45817E+02  0.12910E+01 -0.80115E+08 -0.80102E+02   1685  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02 -0.18426E-07  0.28803E+01  0.00000E+00  0.80115E+08  0.47235E+02 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40667E+07 -0.57433E+01  0.47252E+02  0.27019E+01 -0.80115E+08 -0.82974E+02   1689  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.50311E-06  0.28803E+01  0.00000E+00  0.80115E+08  0.47898E+02 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40667E+07  0.00000E+00  0.47252E+02  0.14234E+01 -0.80115E+08 -0.82974E+02   1691  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.47974E+02 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40667E+07 -0.36014E+00  0.47258E+02  0.13662E+01 -0.80115E+08 -0.82974E+02   1693  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48056E+02 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40667E+07 -0.28802E+01  0.47258E+02  0.13207E+01 -0.80115E+08 -0.82974E+02   1701  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48103E+02 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40667E+07 -0.28577E+01  0.47255E+02  0.15792E+01 -0.80115E+08 -0.82974E+02   1709  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48329E+02 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40667E+07 -0.28375E+01  0.47247E+02  0.12963E+01 -0.80115E+08 -0.82974E+02   1713  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48352E+02 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40667E+07 -0.28802E+01  0.47257E+02  0.13212E+01 -0.80115E+08 -0.82974E+02   1717  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48399E+02 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40667E+07 -0.28802E+01  0.47267E+02  0.13379E+01 -0.80115E+08 -0.82974E+02   1725  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48460E+02 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40667E+07 -0.28254E+01  0.47264E+02  0.12838E+01 -0.80115E+08 -0.82974E+02   1735  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48471E+02 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40667E+07 -0.28665E+01  0.47270E+02  0.15796E+01 -0.80115E+08 -0.82974E+02   1739  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48622E+02 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40667E+07 -0.10654E+00  0.47270E+02  0.13033E+01 -0.80115E+08 -0.82974E+02   1741  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48658E+02 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40667E+07 -0.28799E+01  0.47287E+02  0.13008E+01 -0.80115E+08 -0.82974E+02   1747  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48690E+02 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40667E+07 -0.28628E+01  0.47291E+02  0.15798E+01 -0.80115E+08 -0.82974E+02   1755  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48917E+02 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40667E+07 -0.28373E+01  0.47284E+02  0.12963E+01 -0.80115E+08 -0.82974E+02   1759  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48939E+02 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40667E+07 -0.28802E+01  0.47293E+02  0.13212E+01 -0.80115E+08 -0.82974E+02   1763  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.48987E+02 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40667E+07 -0.28802E+01  0.47303E+02  0.13379E+01 -0.80115E+08 -0.82974E+02   1771  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.49048E+02 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40667E+07 -0.29168E+01  0.47315E+02  0.12910E+01 -0.80115E+08 -0.83460E+02   1781  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.49060E+02 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40667E+07 -0.57433E+01  0.48750E+02  0.27019E+01 -0.80115E+08 -0.86331E+02   1785  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.49723E+02 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40667E+07  0.00000E+00  0.48750E+02  0.14234E+01 -0.80115E+08 -0.86331E+02   1787  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.49798E+02 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40667E+07 -0.36014E+00  0.48756E+02  0.13662E+01 -0.80115E+08 -0.86331E+02   1789  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.49880E+02 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40667E+07 -0.28802E+01  0.48756E+02  0.13207E+01 -0.80115E+08 -0.86331E+02   1797  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.49928E+02 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40667E+07 -0.28577E+01  0.48752E+02  0.15792E+01 -0.80115E+08 -0.86331E+02   1805  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50154E+02 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40667E+07 -0.28375E+01  0.48745E+02  0.12963E+01 -0.80115E+08 -0.86331E+02   1809  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50176E+02 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40667E+07 -0.28802E+01  0.48755E+02  0.13212E+01 -0.80115E+08 -0.86331E+02   1813  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50224E+02 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40667E+07 -0.28802E+01  0.48765E+02  0.13379E+01 -0.80115E+08 -0.86331E+02   1821  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50285E+02 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40667E+07 -0.28254E+01  0.48762E+02  0.12838E+01 -0.80115E+08 -0.86331E+02   1831  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50296E+02 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40667E+07 -0.28665E+01  0.48768E+02  0.15796E+01 -0.80115E+08 -0.86331E+02   1835  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50447E+02 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40667E+07 -0.10654E+00  0.48768E+02  0.13033E+01 -0.80115E+08 -0.86331E+02   1837  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50483E+02 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40667E+07 -0.28799E+01  0.48785E+02  0.13008E+01 -0.80115E+08 -0.86331E+02   1843  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50515E+02 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40667E+07 -0.28628E+01  0.48789E+02  0.15798E+01 -0.80115E+08 -0.86331E+02   1851  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50742E+02 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40667E+07 -0.28373E+01  0.48782E+02  0.12963E+01 -0.80115E+08 -0.86331E+02   1855  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50764E+02 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40667E+07 -0.28802E+01  0.48791E+02  0.13212E+01 -0.80115E+08 -0.86331E+02   1859  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50811E+02 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40667E+07 -0.28802E+01  0.48801E+02  0.13379E+01 -0.80115E+08 -0.86331E+02   1867  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50873E+02 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40667E+07 -0.29168E+01  0.48813E+02  0.12910E+01 -0.80115E+08 -0.86817E+02   1877  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.50885E+02 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40667E+07 -0.57433E+01  0.50248E+02  0.27019E+01 -0.80115E+08 -0.89689E+02   1881  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.51548E+02 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40667E+07  0.00000E+00  0.50248E+02  0.14234E+01 -0.80115E+08 -0.89689E+02   1883  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.51623E+02 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40667E+07 -0.36014E+00  0.50254E+02  0.13662E+01 -0.80115E+08 -0.89689E+02   1885  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.51705E+02 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40667E+07 -0.28802E+01  0.50254E+02  0.13207E+01 -0.80115E+08 -0.89689E+02   1893  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.51752E+02 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40667E+07 -0.28577E+01  0.50250E+02  0.15792E+01 -0.80115E+08 -0.89689E+02   1901  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.51979E+02 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40667E+07 -0.28375E+01  0.50243E+02  0.12963E+01 -0.80115E+08 -0.89689E+02   1905  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52001E+02 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40667E+07 -0.28802E+01  0.50253E+02  0.13212E+01 -0.80115E+08 -0.89689E+02   1909  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52048E+02 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40667E+07 -0.28802E+01  0.50263E+02  0.13379E+01 -0.80115E+08 -0.89689E+02   1917  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52110E+02 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40667E+07 -0.28254E+01  0.50260E+02  0.12838E+01 -0.80115E+08 -0.89689E+02   1927  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52121E+02 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40667E+07 -0.28665E+01  0.50266E+02  0.15796E+01 -0.80115E+08 -0.89689E+02   1931  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52272E+02 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40667E+07 -0.10654E+00  0.50266E+02  0.13033E+01 -0.80115E+08 -0.89689E+02   1933  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52308E+02 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40667E+07 -0.28799E+01  0.50282E+02  0.13008E+01 -0.80115E+08 -0.89689E+02   1939  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52340E+02 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40667E+07 -0.28628E+01  0.50287E+02  0.15798E+01 -0.80115E+08 -0.89689E+02   1947  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52566E+02 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40667E+07 -0.28373E+01  0.50280E+02  0.12963E+01 -0.80115E+08 -0.89689E+02   1951  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52589E+02 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40667E+07 -0.28802E+01  0.50289E+02  0.13212E+01 -0.80115E+08 -0.89689E+02   1955  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52636E+02 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40667E+07 -0.28802E+01  0.50299E+02  0.13379E+01 -0.80115E+08 -0.89689E+02   1963  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52698E+02 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40667E+07 -0.29168E+01  0.50311E+02  0.12910E+01 -0.80115E+08 -0.90175E+02   1973  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.52709E+02 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40667E+07 -0.57433E+01  0.51746E+02  0.27019E+01 -0.80115E+08 -0.93047E+02   1977  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53372E+02 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40667E+07  0.00000E+00  0.51746E+02  0.14234E+01 -0.80115E+08 -0.93047E+02   1979  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53448E+02 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40667E+07 -0.36014E+00  0.51752E+02  0.13662E+01 -0.80115E+08 -0.93047E+02   1981  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53530E+02 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40667E+07 -0.28802E+01  0.51752E+02  0.13207E+01 -0.80115E+08 -0.93047E+02   1989  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53577E+02 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40667E+07 -0.28577E+01  0.51748E+02  0.15792E+01 -0.80115E+08 -0.93047E+02   1997  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53803E+02 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40667E+07 -0.28375E+01  0.51741E+02  0.12963E+01 -0.80115E+08 -0.93047E+02   2001  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53825E+02 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40667E+07 -0.28802E+01  0.51751E+02  0.13212E+01 -0.80115E+08 -0.93047E+02   2005  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53873E+02 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40667E+07 -0.28802E+01  0.51761E+02  0.13379E+01 -0.80115E+08 -0.93047E+02   2013  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53934E+02 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40667E+07 -0.28254E+01  0.51758E+02  0.12838E+01 -0.80115E+08 -0.93047E+02   2023  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.53945E+02 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40667E+07 -0.28665E+01  0.51764E+02  0.15796E+01 -0.80115E+08 -0.93047E+02   2027  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.27738E+01 -0.24464E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54096E+02 -0.17544E+01 -0.22966E+05 -0.35703E+08 -0.40667E+07 -0.10654E+00  0.51764E+02  0.13033E+01 -0.80115E+08 -0.93047E+02   2029  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.40249E-03 -0.95530E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54132E+02 -0.17544E+01 -0.22966E+05 -0.13512E+09 -0.40667E+07 -0.28799E+01  0.51780E+02  0.13008E+01 -0.80115E+08 -0.93047E+02   2035  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.17464E-01 -0.38314E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54164E+02 -0.17544E+01 -0.22966E+05 -0.21544E+09 -0.40667E+07 -0.28628E+01  0.51785E+02  0.15798E+01 -0.80115E+08 -0.93047E+02   2043  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42978E-01 -0.45342E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54391E+02 -0.17544E+01 -0.22966E+05 -0.32834E+08 -0.40667E+07 -0.28373E+01  0.51778E+02  0.12963E+01 -0.80115E+08 -0.93047E+02   2047  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54413E+02 -0.17544E+01 -0.22966E+05 -0.14109E+09 -0.40667E+07 -0.28802E+01  0.51787E+02  0.13212E+01 -0.80115E+08 -0.93047E+02   2051  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53260E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54461E+02 -0.17544E+01 -0.22966E+05 -0.12542E+09 -0.40667E+07 -0.28802E+01  0.51797E+02  0.13379E+01 -0.80115E+08 -0.93047E+02   2059  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.36463E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54522E+02 -0.17544E+01 -0.22966E+05 -0.15475E+09 -0.40667E+07 -0.29168E+01  0.51809E+02  0.12910E+01 -0.80115E+08 -0.93533E+02   2069  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00  0.28630E+01 -0.91425E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.54534E+02 -0.17544E+01 -0.22966E+05 -0.57569E+08 -0.40667E+07 -0.57433E+01  0.53244E+02  0.27019E+01 -0.80115E+08 -0.96405E+02   2073  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.81819E+01 -0.35805E+02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55197E+02 -0.17544E+01 -0.22966E+05 -0.95446E+08 -0.40667E+07  0.00000E+00  0.53244E+02  0.14234E+01 -0.80115E+08 -0.96405E+02   2075  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.25202E+01 -0.40633E+01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55272E+02 -0.17544E+01 -0.22966E+05 -0.22824E+10 -0.40667E+07 -0.36014E+00  0.53250E+02  0.13662E+01 -0.80115E+08 -0.96405E+02   2077  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.10754E-03 -0.10287E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55354E+02 -0.17544E+01 -0.22966E+05 -0.36500E+09 -0.40667E+07 -0.28802E+01  0.53250E+02  0.13207E+01 -0.80115E+08 -0.96405E+02   2085  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.22582E-01 -0.39744E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55402E+02 -0.17544E+01 -0.22966E+05 -0.42883E+09 -0.40667E+07 -0.28577E+01  0.53246E+02  0.15792E+01 -0.80115E+08 -0.96405E+02   2093  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.42832E-01 -0.45247E+00  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55628E+02 -0.17544E+01 -0.22966E+05 -0.33117E+08 -0.40667E+07 -0.28375E+01  0.53239E+02  0.12963E+01 -0.80115E+08 -0.96405E+02   2097  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.11801E-03 -0.23278E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55650E+02 -0.17544E+01 -0.22966E+05 -0.14143E+09 -0.40667E+07 -0.28802E+01  0.53249E+02  0.13212E+01 -0.80115E+08 -0.96405E+02   2101  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.63596E-04 -0.53262E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55698E+02 -0.17544E+01 -0.22966E+05 -0.12574E+09 -0.40667E+07 -0.28802E+01  0.53259E+02  0.13379E+01 -0.80115E+08 -0.96405E+02   2109  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.54918E-01 -0.10809E-01  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55759E+02 -0.17544E+01 -0.22966E+05 -0.15507E+09 -0.40667E+07 -0.28254E+01  0.53256E+02  0.12838E+01 -0.80115E+08 -0.96405E+02   2119  0.00000E+00
2000        0.0000 -0.28803E+01  0.00000E+00 -0.13804E-01 -0.34232E-02  0.20050E-09  0.28803E+01  0.00000E+00  0.80115E+08  0.55770E+02 -0.17544E+01 -0.22966E+05 -0.23336E+09 -0.40667E+07 -0.28665E+01  0.53262E+02  0.15796E+01 -0.80115E+08 -0.96405E+02   2123  0.00000E+00
